"top-down-success-reach-treshold","0.65",,,,,,,,,,,,,,,,,,,"0.65",,,,,,,,,,,,,,,,,,,"0.65",,,,,,,,,,,,,,,,,,,"0.65",,,,,,,,,,,,,,,,,,
"TA2","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"spotlight-innitial-adopter","0.5",,,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,
"std-wealth","1000000",,,,,,,,,,,,,,,,,,,"1000000",,,,,,,,,,,,,,,,,,,"1000000",,,,,,,,,,,,,,,,,,,"1000000",,,,,,,,,,,,,,,,,,
"TA3","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"std-attack","5",,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,
"attacks-memory-len","40",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,
"scenario","Baseline",,,,,,,,,,,,,,,,,,,"Baseline",,,,,,,,,,,,,,,,,,,"Baseline",,,,,,,,,,,,,,,,,,,"Baseline",,,,,,,,,,,,,,,,,,
"mean-attack","10",,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,,"30",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,
"SE1","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"[reporter]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","mean [effectivity-mit_1] of farmers with [total-encounter-hec > 0]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","mean [effectivity-mit_1] of farmers with [total-encounter-hec > 0]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","mean [effectivity-mit_1] of farmers with [total-encounter-hec > 0]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","mean [effectivity-mit_1] of farmers with [total-encounter-hec > 0]"
"[final]","0.24235329626245147","0.5","0.22","63","18","12","7","9.866108538311172E10","1.7200328353775223E10","93.22458332192699","0","0.9968354430379747","0.9887640449438202","0.9836065573770492","0.929718875502008","12","21","35","0.8625870613986064","0.27385329626245153","0.5","0.3","78","20","1","1","8.739476308188278E10","3.0518105529875885E10","86.33827383007043","0","0.9974226804123711","0.9900990099009901","0.8333333333333334","0.9899396378269618","15","85","4","0.985838779956427","0.2903532962624516","0.5","0.31","71","19","8","2","8.5918790045287E10","3.7585807923863266E10","83.53280002210019","0","0.9971751412429378","0.9375","0.6097560975609756","0.9397590361445783","23","75","59","0.9015578315072241","0.3323532962624517","0.5","0.47","73","13","11","3","7.353119156875021E10","5.99567995234308E10","73.39299763398212","0","0.9972451790633609","0.6557377049180327","0.8135593220338984","0.9090909090909091","24","141","57","0.8587480960338103"
"[min]","0","0","0","5","17","9","7","2.2918353638549657E9","0","93.22458332192699","0","0.6818181818181818","0.9880952380952381","0.9782608695652174","0.7991967871485943","0","0","0","0.5047619047619047","0","0","0","5","20","0","1","1.3211721317714097E9","0","86.33827383007043","0","0.5232558139534884","0.9847328244274809","0","0.7987927565392354","0","0","0","0.4729166666666666","0","0","0","5","10","3","2","1.6307492769373274E9","0","83.53280002210019","0","0.684931506849315","0.9302325581395349","0.47619047619047616","0.7991967871485943","0","0","0","0.5828556731334508","0","0","0","5","12","5","3","1.8584032746616616E9","0","73.39299763398212","0","0.6746031746031746","0.6557377049180327","0.5416666666666666","0.797979797979798","0","0","0","0.6252669552474748"
"[max]","0.4358774752975049","0.5492759020921794","0.68","67","52","25","20","9.962595288311177E10","1.7200328353775227E10","100","0.008032128514056224","0.9970238095238095","0.9961389961389961","0.9920634920634921","0.929718875502008","12","21","35","0.8848120300526316","0.5025613910456809","0.644496660393878","0.89","78","79","25","20","8.849635308188278E10","3.0518105529875893E10","100","0.002012072434607646","0.9974226804123711","0.9974226804123711","0.9919354838709677","0.9899396378269618","15","85","4","0.985838779956427","0.49818978601427466","0.6066829759444687","0.86","78","62","25","20","8.693805754528702E10","3.7585807923863266E10","100","0.004016064257028112","0.9974293059125964","0.9967637540453075","0.9920634920634921","0.9799196787148594","23","75","59","0.9015578315072241","0.5116319084461276","0.6272804251042686","0.82","78","61","25","20","7.454151406875023E10","5.995679952343081E10","100","0","0.9974226804123711","0.9966996699669967","0.9919354838709677","0.9696969696969697","24","141","57","0.9063775510204083"
"[mean]","0.3062307109713499","0.47944891048372346","0.34753086419753076","54.864197530864196","23.938271604938272","13.37037037037037","7.827160493827161","3.3920370021443497E10","1.3459840084382263E10","94.63634102268554","3.9664832168178883E-4","0.9854446983244306","0.9906390786332554","0.9844580412531104","0.9163319946452457","8.987654320987655","16.209876543209877","18.296296296296298",,"0.3437304619264767","0.5227196852724166","0.48814814814814816","64.24691358024691","31.679012345679013","2.0987654320987654","1.9753086419753085","2.9906648063336185E10","2.4731884060458027E10","88.60723040160154","9.936160170901956E-5","0.985966510149387","0.9926921519181835","0.6849462309433628","0.9757806095834279","10.765432098765432","50.49382716049383","3.888888888888889",,"0.35584434536238285","0.5035931238859312","0.4850617283950618","62.666666666666664","26.012345679012345","8.283950617283951","3.037037037037037","2.9593484617449757E10","2.998924189877488E10","86.59419912279738","2.9748624126134165E-4","0.9877114616900965","0.9611175062678334","0.7768566655569847","0.9449650453666526","15.271604938271604","43.93827160493827","32.27160493827161",,"0.3928559814425947","0.5161010466224404","0.5759259259259257","62.04938271604938","25.061728395061728","8.88888888888889","4","2.5821534877546677E10","4.800431352030238E10","78.02925437216128","0","0.9881504936141912","0.8738644930010281","0.8143814318941724","0.926050629754332","15.432098765432098","90.19753086419753","39.22222222222222",
"[steps]","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80"

"[all run data]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","mean [effectivity-mit_1] of farmers with [total-encounter-hec > 0]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","mean [effectivity-mit_1] of farmers with [total-encounter-hec > 0]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","mean [effectivity-mit_1] of farmers with [total-encounter-hec > 0]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","mean [effectivity-mit_1] of farmers with [total-encounter-hec > 0]"
,"0","0","0","5","50","25","20","9.7971591555342E9","0","100","0","0.9615384615384616","0.9959839357429718","0.9920634920634921","0.7991967871485943","0","0","0","<RuntimePrimitiveException>","0","0","0","5","50","25","20","9.827002541726305E9","0","100","0","0.9615384615384616","0.996","0.9919354838709677","0.7987927565392354","0","0","0","<RuntimePrimitiveException>","0","0","0","5","50","25","20","9.827504623451763E9","0","100","0","0.9615384615384616","0.9959839357429718","0.9920634920634921","0.7991967871485943","0","0","0","<RuntimePrimitiveException>","0","0","0","5","50","25","20","9.817627209551632E9","0","100","0","0.9615384615384616","0.9959677419354839","0.9919354838709677","0.797979797979798","0","0","0","<RuntimePrimitiveException>"
,"0.3000000000000005","0","0.34","16","52","16","16","9.418483255534195E9","0","100","0","0.9615384615384616","0.9959839357429718","0.9920634920634921","0.7991967871485943","0","0","0","<RuntimePrimitiveException>","0.3000000000000005","0","0.4","21","51","15","13","9.45175384172631E9","0","98.39034205231388","0","0.9615384615384616","0.996","0.9919354838709677","0.7987927565392354","0","3","1","0.6376719576481481","0.3000000000000005","0","0.38","19","48","21","12","9.451494323451763E9","0","98.59437751004016","0","0.9615384615384616","0.9959839357429718","0.9920634920634921","0.7991967871485943","1","2","0","0.8752146907391305","0.3000000000000005","0","0.32","14","54","18","14","9.445424909551634E9","0","97.17171717171718","0","0.9615384615384616","0.9959677419354839","0.9919354838709677","0.797979797979798","0","8","3","0.6273626373461538"
,"0.3000000000000005","0","0.34","21","43","20","16","9.195563255534195E9","0","99.19678714859438","0","0.9876543209876543","0.9961389961389961","0.9876543209876543","0.8393574297188755","0","1","1","0.7692307692307693","0.3000000000000005","0","0.4","29","45","13","13","9.21279634172631E9","0","97.1830985915493","0","0.9905660377358491","0.9960474308300395","0.9868421052631579","0.869215291750503","1","3","2","0.7074206349027777","0.3000000000000005","0","0.38","28","44","16","12","9.217651823451763E9","0","95.78313253012048","0","0.9893617021276596","0.995850622406639","0.9905660377358491","0.8795180722891566","5","5","3","0.7192989417870371","0.3000000000000005","0","0.32","22","45","19","14","9.222119909551632E9","0","94.94949494949495","0","0.9859154929577465","0.9962406015037594","0.989010989010989","0.8585858585858586","2","9","5","0.6473711599729729"
,"0.3000000000000005","0","0.34","24","40","20","16","8.967855755534197E9","0","99.19678714859438","0","0.9905660377358491","0.9953271028037384","0.9900990099009901","0.8393574297188755","0","1","1","0.7857142857142857","0.3000000000000005","0","0.4","34","40","13","13","8.95987884172631E9","0","95.97585513078471","0","0.9931506849315068","0.9955156950672646","0.9848484848484849","0.869215291750503","1","4","4","0.5952380952380952","0.3000000000000005","0","0.38","30","42","16","12","8.966041823451769E9","0","94.77911646586345","0","0.9928057553956835","0.995475113122172","0.9876543209876543","0.8795180722891566","5","7","5","0.7108262108262108","0.3000000000000005","0","0.32","26","42","18","14","8.987104909551628E9","0","92.92929292929293","0","0.990909090909091","0.9954954954954955","0.9895833333333334","0.8585858585858586","2","14","8","0.6252669552474748"
,"0.3000000000000005","0","0.34","24","40","20","16","8.735475755534199E9","0","99.19678714859438","0","0.9917355371900827","0.9949748743718593","0.9900990099009901","0.8393574297188755","0","1","1","0.7941176470588235","0.3000000000000005","0","0.4","36","38","13","13","8.699173841726307E9","0","94.96981891348088","0","0.9940828402366864","0.995","0.9848484848484849","0.869215291750503","1","6","4","0.5963541666666666","0.3000000000000005","0","0.38","31","40","17","12","8.711316823451769E9","0","93.1726907630522","0","0.9932885906040269","0.995260663507109","0.9876543209876543","0.8795180722891566","5","10","7","0.6990740740740741","0.3000000000000005","0","0.32","26","42","18","14","8.745109909551634E9","0","91.31313131313131","0","0.9923076923076923","0.9952153110047847","0.9887640449438202","0.8585858585858586","2","17","9","0.6472222222222223"
,"0.27321239292751753","0","0.25","26","40","19","15","8.315742155534193E9","3147048000","98.79518072289157","0","0.9917355371900827","0.9949748743718593","0.9900990099009901","0.8393574297188755","0","3","1","0.8848120300526316","0.30921239292751757","0","0.38","47","39","8","6","8.259043441726315E9","13637208000","93.158953722334","0","0.994413407821229","0.9947368421052631","0.9848484848484849","0.869215291750503","6","9","4","0.8225573191882716","0.31821239292751763","0","0.37","39","36","15","10","8.280616323451768E9","16259748000","92.36947791164658","0","0.9935064935064936","0.9950248756218906","0.9883720930232558","0.8795180722891566","8","11","7","0.8335822620232559","0.3242123929275176","0","0.36","35","42","15","8","8.334039709551633E9","19406796000","89.6969696969697","0","0.9923076923076923","0.9952153110047847","0.9887640449438202","0.8585858585858586","4","20","9","0.8597682059275363"
,"0.27321239292751764","0","0.25","26","39","20","15","8.076997155534192E9","3147048000","97.58535023394069","0","0.9923664122137404","0.9949748743718593","0.9895833333333334","0.8493975903614458","1","8","2","0.692431562","0.30921239292751745","0","0.38","48","38","8","6","7.956840941726306E9","13637208000","92.63941168425048","0","0.9957081545064378","0.9948979591836735","0.975609756097561","0.9396378269617707","7","10","4","0.6441441441441441","0.31821239292751746","0","0.37","40","35","15","10","8.006123823451769E9","16259748000","91.33248034968868","0","0.9948453608247423","0.994475138121547","0.9868421052631579","0.8995983935742972","8","12","12","0.6351851851851852","0.32421239292751736","0","0.36","35","41","16","8","8.060777209551633E9","19406796000","88.65368730130295","0","0.9942857142857143","0.9952153110047847","0.9864864864864865","0.9191919191919192","4","25","9","0.6760304245059102"
,"0.4358774752975049","0.5422169412332914","0.68","40","33","19","8","7.839002155534195E9","3147048000","97.4125173069477","0","0.9923664122137404","0.9948453608247423","0.9900990099009901","0.8493975903614458","1","8","2","0.6886645962857143","0.5010527542073695","0.6394678709328396","0.89","72","26","0","2","7.65308094172631E9","13637208000","92.11986964616693","0","0.9957983193277311","0.9947643979057592","0.975609756097561","0.9396378269617707","7","12","4","0.6340537240427351","0.49818978601427466","0.5999246436225247","0.86","66","21","10","3","7.730073823451767E9","16259748000","90.8139815687097","0","0.9949748743718593","0.9943181818181818","0.9868421052631579","0.8995983935742972","10","13","12","0.7333601717679014","0.5080397838410984","0.6127579697119362","0.82","56","28","12","4","7.788264709551632E9","19406796000","87.75614550217158","0","0.9942857142857143","0.9950980392156863","0.9873417721518988","0.9191919191919192","6","28","10","0.6810515873015873"
,"0.43587747529750487","0.5422169412332913","0.68","44","26","22","8","7.560952155534194E9","3147048000","97.4125173069477","0","0.9950248756218906","0.9939024390243902","0.9895833333333334","0.9196787148594378","1","8","2","0.6619190404827586","0.5025613910456809","0.6444966603938777","0.89","73","25","0","2","7.29594094172631E9","13637208000","91.94668896680575","0","0.9972067039106145","0.9923664122137404","0","0.9798792756539235","7","13","4","0.4729166666666666","0.4981897860142746","0.5999246436225245","0.86","71","15","11","3","7.392278823451767E9","16259748000","90.61317835585834","0","0.9969604863221885","0.9905660377358491","0.9803921568627451","0.9698795180722891","10","13","13","0.6846316425138889","0.5085988351691294","0.614621474138707","0.82","59","26","11","4","7.470044709551635E9","19406796000","86.51084290448465","0","0.9964285714285714","0.9928057553956835","0.9830508474576272","0.9595959595959596","7","33","12","0.737567805384762"
,"0.4209105485745027","0.5422169412332913","0.58","48","23","22","7","7.094518373911E9","7.215148589570946E9","97.2396843799547","0","0.995475113122172","0.9922480620155039","0.990990990990991","0.9196787148594378","1","9","2","0.6896551724137931","0.47559446432267877","0.6444966603938778","0.86","75","24","0","1","6.763227344908266E9","1.680128623633296E10","91.94668896680575","0","0.9972451790633609","0.9920634920634921","0","0.9798792756539235","7","13","4","0.625","0.48322285929127295","0.5999246436225247","0.77","74","13","10","3","6.876264457023418E9","2.1756759742808933E10","90.26751250187235","0","0.9971751412429378","0.9868421052631579","0.9821428571428571","0.9698795180722891","10","13","15","0.756054067451389","0.5116319084461276","0.6146214741387068","0.77","59","25","12","4","6.983988246305239E9","2.8592774779141903E10","86.16308210592906","0","0.9966101694915255","0.9922480620155039","0.9814814814814815","0.9595959595959596","7","33","14","0.7719805037974602"
,"0.423028236832169","0.549275902092179","0.6","49","22","22","7","6.803758373910997E9","7.215148589570946E9","97.06295541524453","0","0.995850622406639","0.9912280701754386","0.990990990990991","0.929718875502008","2","9","3","0.660919540229885","0.4755944643226784","0.644496660393878","0.86","75","24","0","1","6.398914844908267E9","1.6801286236332958E10","91.94668896680575","0","0.9973190348525469","0.9917355371900827","0","0.9899396378269618","7","13","4","0.6291666666666667","0.4832228592912729","0.5999246436225243","0.77","74","13","10","3","6.526009457023417E9","2.1756759742808937E10","89.82123646531711","0","0.997289972899729","0.9848484848484849","0.9803921568627451","0.9698795180722891","10","15","16","0.7530555555555555","0.5116319084461272","0.6146214741387068","0.77","58","25","13","4","6.661095746305238E9","2.85927747791419E10","85.53630131677718","0","0.9966101694915255","0.9919354838709677","0.9830508474576272","0.9595959595959596","7","35","16","0.802439647358232"
