"TA2","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"spotlight-innitial-adopter","0.5",,,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,
"std-wealth","1000000",,,,,,,,,,,,,,,,,,,"1000000",,,,,,,,,,,,,,,,,,,"1000000",,,,,,,,,,,,,,,,,,
"TA3","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"std-attack","5",,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,
"attacks-memory-len","40",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,
"scenario","Baseline",,,,,,,,,,,,,,,,,,,"Baseline",,,,,,,,,,,,,,,,,,,"Baseline",,,,,,,,,,,,,,,,,,
"mean-attack","20",,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,
"SE1","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"[reporter]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score"
"[final]","0.3679626661450914","0.6466044713724821","0.53","63","28","5","4","9.509468947258406E9","1.7222695084599945E10","90.71658643048518","0","0.9967845659163987","0.9932885906040269","0.9523809523809523","0.9598393574297188","8","46","14","0.5219807874806914","0.3962576801633223","0.6609211847665858","0.5","58","32","9","1","9.807848100596554E9","2.1555685002059025E10","89.80797531460071","0","0.9956896551724138","0.995260663507109","0.9803921568627451","0.9899193548387096","15","26","29","0.7331649412775032","0.3548930379959476","0.5830390442086706","0.49","64","17","17","2","9.619471608056856E9","2.087248156328062E10","91.14207284793602","0","0.9968847352024922","0.9894736842105263","0.9866666666666667","0.9799196787148594","10","35","24","0.5357384417795463"
"[min]","0","0","0","5","16","3","4","1.7285567292183309E9","0","90.71658643048518","0","0","0","0","0","0","0","0","0","0","0","0","5","13","4","1","1.9802131426880536E9","0","89.80797531460071","0","0","0","0","0","0","0","0","0","0","0","0","5","6","8","2","1.7906818327879865E9","0","91.14207284793602","0","0","0","0","0","0","0","0","0"
"[max]","0.4791937343392621","0.6466044713724824","0.87","74","57","25","20","9.991269827761864E9","1.7222695084599945E10","100","0","0.9973045822102425","0.9964788732394366","0.9920634920634921","0.9598393574297188","8","46","14","0.5219807874806914","0.4993487145266482","0.6609211847665858","0.86","80","62","26","20","1.0121050600596552E10","2.1555685002059025E10","100","0","0.9974811083123426","0.9967637540453075","0.9923664122137404","0.9899193548387096","15","26","29","0.7331649412775032","0.45754177569089555","0.5830390442086709","0.82","78","59","25","20","9.994454122500584E9","2.087248156328062E10","100","0","0.9974358974358974","0.9966101694915255","0.992","0.9799196787148594","10","35","24","0.5357384417795463"
"[mean]","0.3811547574230192","0.5005970100948249","0.5767741935483872","49.12903225806452","36.516129032258064","8.419354838709678","5.935483870967742","6.09068892294135E9","1.0728183859065674E10","93.06585261847805","0","0.9452337450813831","0.9616107695330526","0.9373798364715957","0.903614457831325","5.129032258064516","26.096774193548388","9.935483870967742","0.016838089918731983","0.4034896015289327","0.510530361415612","0.5819354838709677","39.354838709677416","43.70967741935484","13.258064516129032","3.6774193548387095","6.31912497148257E9","1.4009861332590845E10","92.52657534593934","0","0.9411605576499567","0.9624421193741265","0.9502258586167215","0.926573881373569","9.806451612903226","11.35483870967742","17.967741935483872","0.02365048197669365","0.3684063399720183","0.44777970461299393","0.5754838709677419","49.806451612903224","28.64516129032258","17.032258064516128","4.516129032258065","6.119366818337164E9","1.3194694332969398E10","93.81667845331985","0","0.9413400446195582","0.9563875777691808","0.9555913646189312","0.9162456276719787","6.064516129032258","17.516129032258064","14.161290322580646","0.01728188521869504"
"[steps]","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30"

"[all run data]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score"
,"0","0","0","5","50","25","20","9.991269827761864E9","0","100","0","0","0","0","0","0","0","0","0","0","0","0","5","50","25","20","9.979344078065826E9","0","100","0","0","0","0","0","0","0","0","0","0","0","0","5","50","25","20","9.994454122500584E9","0","100","0","0","0","0","0","0","0","0","0"
,"0.3000000000000005","0","0.4","16","57","15","12","9.617544327761852E9","0","97.38955823293173","0","0.9615384615384616","0.9959839357429718","0.9920634920634921","0.7991967871485943","0","4","2","0","0.3000000000000005","0","0.28","10","58","19","13","9.604856978065823E9","0","98.18548387096774","0","0.9615384615384616","0.9959839357429718","0.9920634920634921","0.8024193548387096","0","1","0","0","0.3000000000000005","0","0.39","12","59","19","10","9.617301422500586E9","0","99.19678714859438","0","0.9615384615384616","0.996","0.992","0.7991967871485943","1","2","0","0"
,"0.3000000000000005","0","0.4","29","42","17","12","9.383874327761856E9","0","96.5863453815261","0","0.9876543209876543","0.9964788732394366","0.9868421052631579","0.8795180722891566","1","6","3","0","0.3000000000000005","0","0.28","9","58","20","13","9.386031978065826E9","0","97.78225806451613","0","0.9795918367346939","0.9965397923875432","0.9895833333333334","0.8689516129032258","0","2","0","0","0.3000000000000005","0","0.39","21","52","17","10","9.387861422500587E9","0","98.19277108433735","0","0.9836065573770492","0.9966101694915255","0.9894736842105263","0.8995983935742972","2","4","2","0"
,"0.3000000000000005","0","0.4","31","40","17","12","9.131456827761858E9","0","96.3855421686747","0","0.9931506849315068","0.9952153110047847","0.9883720930232558","0.8795180722891566","1","6","4","0","0.3000000000000005","0","0.28","7","58","22","13","9.169514478065823E9","0","96.7741935483871","0","0.9772727272727273","0.9965397923875432","0.9900990099009901","0.8689516129032258","0","5","1","0","0.3000000000000005","0","0.39","26","45","19","10","9.142903922500586E9","0","97.59036144578313","0","0.9905660377358491","0.9961538461538462","0.9882352941176471","0.8995983935742972","2","5","3","0"
,"0.3000000000000005","0","0.4","33","38","17","12","8.87592432776186E9","0","95.58232931726907","0","0.9935897435897436","0.9949748743718593","0.9883720930232558","0.8795180722891566","1","7","6","0","0.3000000000000005","0","0.28","8","56","23","13","8.957611978065825E9","0","95.56451612903226","0","0.9705882352941176","0.9965397923875432","0.990990990990991","0.8689516129032258","0","5","2","0","0.3000000000000005","0","0.39","30","40","20","10","8.891658922500587E9","0","96.78714859437751","0","0.9923664122137404","0.9955555555555555","0.9894736842105263","0.8995983935742972","2","8","3","0"
,"0.28521239292751743","0","0.34","36","40","14","10","8.436777627761859E9","5769588000","95.18072289156626","0","0.9939759036144579","0.9947089947089947","0.9883720930232558","0.8795180722891566","2","10","6","0","0.3032123929275175","0","0.27","14","55","25","6","8.5666875780658245E9","9965652000","94.35483870967742","0","0.9743589743589743","0.996415770609319","0.9913793103448276","0.8689516129032258","4","7","5","0","0.29121239292751744","0","0.31","36","33","22","9","8.452530722500589E9","7867620000","96.18473895582329","0","0.9933774834437086","0.995","0.99","0.8995983935742972","3","8","5","0"
,"0.2852123929275176","0","0.34","36","39","15","10","8.166207627761859E9","5769588000","94.66222411058733","0","0.994475138121547","0.9949748743718593","0.9859154929577465","0.8995983935742972","3","15","6","0","0.3032123929275174","0","0.27","15","53","26","6","8.328632578065824E9","9965652000","94.18130887572076","0","0.9855072463768116","0.9963503649635036","0.9920634920634921","0.9395161290322581","6","8","7","0","0.2912123929275176","0","0.31","38","30","23","9","8.185460722500588E9","7867620000","95.83907310183731","0","0.994475138121547","0.9939393939393939","0.990909090909091","0.9096385542168675","3","9","5","0"
,"0.4791937343392621","0.6466044713724821","0.87","64","22","10","4","7.896387627761856E9","5769588000","94.31655825660135","0","0.994475138121547","0.9948453608247423","0.9868421052631579","0.8995983935742972","4","17","7","0","0.4993487145266479","0.6537877386637689","0.86","28","56","14","2","8.089770078065826E9","9965652000","93.31365970593743","0","0.9864864864864865","0.9962121212121212","0.9923664122137404","0.9395161290322581","9","9","8","0","0.4571845261329795","0.5532404440182067","0.82","68","10","17","5","7.916025722500587E9","7867620000","95.32057432085838","0","0.9947643979057592","0.9933333333333333","0.991304347826087","0.9096385542168675","3","10","6","0"
,"0.479193734339262","0.6466044713724822","0.87","66","21","9","4","7.564207627761858E9","5769588000","93.7980594756224","0","0.9968847352024922","0.990990990990991","0.9795918367346939","0.9598393574297188","4","20","7","0","0.4993487145266482","0.653787738663769","0.86","39","45","14","2","7.8116600780658245E9","9965652000","93.14012987198076","0","0.9927007299270073","0.99644128113879","0.9859154929577465","0.9798387096774194","9","9","10","0","0.45754177569089555","0.5544312758779267","0.82","70","8","17","5","7.585365722500586E9","7867620000","94.62924261288643","0","0.9970588235294118","0.9803921568627451","0.9882352941176471","0.9497991967871486","3","11","7","0"
,"0.46122680761626017","0.6466044713724821","0.77","66","21","9","4","7.051268761333509E9","1.0741710942808935E10","93.27956069464345","0","0.9969788519637462","0.9905660377358491","0.9772727272727273","0.9598393574297188","4","24","7","0","0.49038178780364605","0.6537877386637689","0.76","49","35","14","2","7.342464026832323E9","1.5841797296046923E10","92.09895086824078","0","0.9947916666666666","0.995575221238938","0.9859154929577465","0.9798387096774194","9","10","15","0","0.4426996413904904","0.5748472506199167","0.77","74","6","17","3","7.072898940877393E9","1.2985498189570948E10","94.22763618718363","0","0.9971428571428571","0.975609756097561","0.9882352941176471","0.9497991967871486","6","11","10","0"
,"0.46122680761626","0.6466044713724821","0.77","66","21","9","4","6.7152237613335085E9","1.0741710942808935E10","93.13080201579169","0","0.9969788519637462","0.9905660377358491","0.9772727272727273","0.9598393574297188","4","25","8","0","0.49038178780364594","0.6537877386637693","0.76","52","32","14","2","7.031646526832317E9","1.584179729604692E10","92.09895086824078","0","0.9958677685950413","0.9943181818181818","0.9859154929577465","0.9798387096774194","9","10","18","0","0.4426996413904903","0.5748472506199169","0.77","74","6","17","3","6.727893940877391E9","1.2985498189570946E10","94.17169561546679","0","0.9972972972972973","0.967741935483871","0.9882352941176471","0.9698795180722891","6","11","12","0"
,"0.46122680761626006","0.646604471372482","0.77","70","20","6","4","6.37917876133351E9","1.0741710942808935E10","92.98204333693998","0","0.9969788519637462","0.9905660377358491","0.9772727272727273","0.9598393574297188","4","26","8","0","0.4903817878036463","0.6537877386637692","0.76","57","28","13","2","6.716156526832319E9","1.5841797296046923E10","92.09895086824079","0","0.9961089494163424","0.9937888198757764","0.9859154929577465","0.9798387096774194","9","10","20","0","0.4426996413904903","0.5748472506199167","0.77","74","7","16","3","6.382888940877391E9","1.2985498189570948E10","93.87417825776329","0","0.9972972972972973","0.967741935483871","0.9882352941176471","0.9698795180722891","6","11","14","0"
,"0.4612268076162598","0.646604471372482","0.77","71","19","6","4","6.0346537613335085E9","1.0741710942808935E10","92.80531437222977","0","0.9971509971509972","0.9900990099009901","0.9655172413793104","0.9598393574297188","5","27","9","0","0.49252182163449076","0.6609211847665857","0.78","69","21","8","2","6.392129026832316E9","1.5841797296046923E10","91.7721507745032","0","0.9964539007092199","0.9929078014184397","0.9848484848484849","0.9798387096774194","10","11","20","0","0.4426996413904904","0.5748472506199168","0.77","76","6","15","3","6.037133940877389E9","1.2985498189570948E10","93.72541957891153","0","0.9972972972972973","0.9722222222222222","0.9875","0.9698795180722891","6","12","16","0"
,"0.43026978689827655","0.6466044713724822","0.68","71","19","6","4","5.512576748043042E9","1.1983159515496042E10","92.80531437222976","0","0.9971910112359551","0.9895833333333334","0.9655172413793104","0.9598393574297188","5","27","9","0","0.4705648009165077","0.6609211847665856","0.73","72","20","7","1","5.872607328736699E9","1.7083245868734034E10","91.62279226226897","0","0.9970760233918129","0.9905660377358491","0.975609756097561","0.9798387096774194","11","11","21","0","0.412655708114454","0.5778908754264064","0.71","76","7","14","3","5.510155354794653E9","1.4825147028041637E10","93.52461636606012","0","0.9973684210526316","0.967741935483871","0.9866666666666667","0.9698795180722891","6","12","18","0"
,"0.4302697868982767","0.6466044713724821","0.68","74","16","6","4","5.166494248043039E9","1.1983159515496044E10","92.5492388093295","0","0.9971910112359551","0.9895833333333334","0.9655172413793104","0.9598393574297188","5","27","12","0","0.4705648009165076","0.6609211847665852","0.73","75","19","5","1","5.518217328736699E9","1.708324586873403E10","91.622792262269","0","0.9971988795518207","0.9900990099009901","0.9722222222222222","0.9899193548387096","12","11","21","0","0.4126557081144538","0.5778908754264065","0.71","78","10","9","3","5.159785354794656E9","1.482514702804164E10","93.39657858461","0","0.9973684210526316","0.9722222222222222","0.9857142857142858","0.9698795180722891","6","13","18","0"
,"0.4302697868982765","0.6466044713724824","0.68","69","20","7","4","4.815739248043041E9","1.1983159515496044E10","92.47647337792822","0","0.9973045822102425","0.9876543209876543","0.9655172413793104","0.9598393574297188","5","27","13","0","0.47056480091650804","0.6609211847665856","0.73","76","19","4","1","5.157654828736697E9","1.7083245868734032E10","91.62279226226899","0","0.9973118279569892","0.9895833333333334","0.9615384615384616","0.9899193548387096","12","11","21","0","0.41265570811445407","0.5778908754264062","0.71","73","16","8","3","4.802550354794658E9","1.482514702804164E10","93.32381315320872","0","0.9974358974358974","0.9803921568627451","0.9777777777777777","0.9698795180722891","6","14","18","0"
,"0.43026978689827655","0.6466044713724824","0.68","58","35","3","4","4.473521748043041E9","1.1983159515496042E10","92.3484355964781","0","0.9971098265895953","0.9900990099009901","0.9705882352941176","0.9598393574297188","7","27","13","0","0.4705648009165077","0.6609211847665855","0.73","80","13","6","1","4.794784828736698E9","1.7083245868734034E10","91.494238199442","0","0.9973474801061007","0.9895833333333334","0.9523809523809523","0.9899193548387096","13","11","21","0","0.412655708114454","0.5778908754264066","0.71","63","23","11","3","4.452352854794657E9","1.4825147028041637E10","93.19577537175856","0","0.9972602739726028","0.9876543209876543","0.975","0.9698795180722891","6","15","18","0"
,"0.41262483223995267","0.646604471372482","0.64","47","46","3","4","3.970794269953124E9","1.3851301049498516E10","92.09236003357776","0","0.9965397923875432","0.9943181818181818","0.9375","0.9598393574297188","7","29","13","0","0.44391984625818365","0.6609211847665855","0.69","70","22","7","1","4.25461624824135E9","1.7754491435735268E10","91.36568413661506","0","0.9974811083123426","0.9848484848484849","0.967741935483871","0.9899193548387096","13","11","23","0","0.39655520409080913","0.5830390442086706","0.67","47","33","18","2","3.94435460391247E9","1.721893896204411E10","92.61085881455669","0","0.9968253968253968","0.9913793103448276","0.9818181818181818","0.9698795180722891","7","18","18","0"
,"0.41262483223995267","0.6466044713724819","0.64","45","48","3","4","3.6598417699531245E9","1.3851301049498516E10","92.09236003357776","0","0.9957264957264957","0.9956709956709957","0.9375","0.9598393574297188","7","29","13","0","0.44391984625818354","0.6609211847665856","0.69","52","38","9","1","3.9033412482413507E9","1.7754491435735268E10","91.36568413661504","0","0.997134670487106","0.9908256880733946","0.9722222222222222","0.9899193548387096","13","11","24","0","0.3965552040908091","0.5830390442086707","0.67","39","41","18","2","3.6396521039124694E9","1.721893896204411E10","92.61085881455669","0","0.9957446808510638","0.9939759036144579","0.9888888888888889","0.9799196787148594","7","18","18","0"
,"0.41262483223995267","0.6466044713724822","0.64","41","52","3","4","3.352004269953125E9","1.3851301049498516E10","92.09236003357775","0","0.9955357142857143","0.995850622406639","0.9375","0.9598393574297188","7","29","13","0","0.44391984625818365","0.6609211847665855","0.69","48","41","10","1","3.581601248241352E9","1.7754491435735268E10","91.25503662933804","0","0.9961389961389961","0.9947089947089947","0.9782608695652174","0.9899193548387096","13","11","25","0","0.3965552040908093","0.5830390442086708","0.67","33","46","19","2","3.3474096039124703E9","1.721893896204411E10","92.50065567477878","0","0.9948979591836735","0.9951219512195122","0.9888888888888889","0.9799196787148594","7","18","19","0"
,"0.41262483223995267","0.6466044713724821","0.64","38","53","5","4","3.050396769953124E9","1.3851301049498516E10","91.87195375402193","0","0.9950980392156863","0.9961685823754789","0.9375","0.9598393574297188","7","30","13","0","0.44391984625818365","0.6609211847665855","0.69","42","47","10","1","3.2668412482413516E9","1.7754491435735268E10","91.14438912206099","0","0.99581589958159","0.9950980392156863","0.9803921568627451","0.9899193548387096","13","11","26","0","0.3965552040908093","0.5830390442086707","0.67","34","45","19","2","3.065262103912471E9","1.721893896204411E10","92.25227910936455","0","0.9939759036144579","0.9956521739130435","0.9894736842105263","0.9799196787148594","8","21","19","0"
,"0.3986913072340492","0.646604471372482","0.58","36","55","5","4","2.5813642292183323E9","1.5297190146354836E10","91.54134433468818","0","0.9947089947089947","0.9962406015037594","0.9615384615384616","0.9598393574297188","7","33","13","0","0.42098632125228014","0.6609211847665855","0.67","31","57","11","1","2.7892756426880546E9","1.8332847074477795E10","91.14438912206104","0","0.9952153110047847","0.9957264957264957","0.9803921568627451","0.9899193548387096","13","11","26","0","0.38262167908490546","0.5830390442086708","0.56","33","46","19","2","2.607029332787988E9","1.873739441004354E10","92.03187282980868","0","0.9941520467836257","0.9955555555555555","0.9894736842105263","0.9799196787148594","8","23","19","0"
,"0.39869130723404905","0.6466044713724822","0.58","36","55","5","4","2.2931017292183304E9","1.5297190146354834E10","91.44649161325424","0","0.9664804469273743","0.9963768115942029","0.9615384615384616","0.9497991967871486","7","34","13","0","0.4209863212522802","0.6609211847665855","0.67","28","59","12","1","2.5139156426880546E9","1.83328470744778E10","91.14438912206101","0","0.8961038961038961","0.9964788732394366","0.9821428571428571","0.9596774193548387","13","11","26","0","0.3826216790849057","0.5830390442086708","0.56","34","45","19","2","2.3329968327879868E9","1.8737394410043533E10","91.75156731386735","0","0.9337349397590361","0.9956521739130435","0.9894736842105263","0.9598393574297188","8","28","20","0"
,"0.39869130723404916","0.6466044713724821","0.58","34","56","6","4","2.0088967292183306E9","1.5297190146354836E10","91.26103881874681","0","0.9385474860335196","0.9963768115942029","0.9615384615384616","0.9397590361445783","7","37","13","0","0.4209863212522805","0.6609211847665856","0.67","25","60","14","1","2.2439781426880546E9","1.83328470744778E10","90.95391873789126","0","0.8848920863309353","0.9965986394557823","0.9836065573770492","0.9596774193548387","13","13","26","0","0.3826216790849057","0.5830390442086707","0.56","34","44","20","2","2.0614643327879863E9","1.8737394410043533E10","91.75156731386733","0","0.9064327485380117","0.9955555555555555","0.9894736842105263","0.9497991967871486","8","30","20","0"
