"TA2","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"spotlight-innitial-adopter","0.5",,,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,
"std-wealth","1000000",,,,,,,,,,,,,,,,,,,"1000000",,,,,,,,,,,,,,,,,,,"1000000",,,,,,,,,,,,,,,,,,
"TA3","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"std-attack","5",,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,
"attacks-memory-len","40",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,
"scenario","Baseline",,,,,,,,,,,,,,,,,,,"Baseline",,,,,,,,,,,,,,,,,,,"Baseline",,,,,,,,,,,,,,,,,,
"mean-attack","20",,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,
"SE1","0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,
"[reporter]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score"
"[final]","0.26335329626245146","0.5","0.28","70","21","8","1","8.755230879307831E10","3.2956900179128033E10","85.40918191700517","0","0.9971428571428571","0.8018867924528302","0.5897435897435898","0.9195171026156942","13","58","28","0.36795793305406904","0.27910329626245156","0.5","0.32","75","23","1","1","8.863868448726799E10","3.141816756705996E10","86.4527747630951","0","0.9840425531914894","0.9482758620689655","0.8333333333333334","0.97","13","55","13","0.543618998879324","0.2716032962624515","0.5","0.33","70","20","8","2","9.029452163777684E10","2.7967299224959465E10","87.2331286766754","0","0.9971428571428571","0.9900990099009901","0.8536585365853658","0.969939879759519","17","49","33","0.5012779425259917"
"[min]","0","0","0","5","10","7","1","1.9133529337675855E9","0","85.40918191700516","0","0","0","0","0","0","0","0","0","0","0","0","5","17","1","1","1.6120794107612953E9","0","86.45277476309509","0","0","0","0","0","0","0","0","0","0","0","0","5","14","8","2","1.781118075644741E9","0","87.2331286766754","0","0","0","0","0","0","0","0","0"
"[max]","0.4825226762654234","0.6382566802996628","0.89","72","53","25","20","8.855813379307835E10","3.2956900179128033E10","100","0","0.997229916897507","0.9962121212121212","0.9920634920634921","0.9899396378269618","13","58","28","0.36795793305406904","0.5033819379069169","0.6552935261664778","0.83","79","72","25","20","8.970969948726799E10","3.1418167567059963E10","100","0","0.9974747474747475","0.997229916897507","0.9920634920634921","0.99","13","55","13","0.543618998879324","0.46000696758545073","0.5626485821931112","0.83","76","54","25","20","9.133334663777684E10","2.7967299224959473E10","100","0","0.9973684210526316","0.9962962962962963","0.992","0.9799599198396793","17","49","33","0.5012779425259917"
"[mean]","0.3382470673026754","0.5190096044276464","0.4241975308641977","61.60493827160494","25.691358024691358","10.45679012345679","2.246913580246914","3.0179060466342648E10","2.7633233000862774E10","87.32148477785205","0","0.9805918074235045","0.8853051005228598","0.7880148528690041","0.9300245919964234","10.08641975308642","43.77777777777778","22.19753086419753","0.2316772171081173","0.3467093872006899","0.5304272139642392","0.4728395061728397","62.641975308641975","32.22222222222222","2.888888888888889","2.246913580246914","3.0418610600770573E10","2.617545516424087E10","88.37201922939272","0","0.9700968539244587","0.9600644901788632","0.8615784853143638","0.9529629629629622","10.11111111111111","34.333333333333336","10.753086419753087","0.342278628924019","0.33190514145286365","0.48379577752086667","0.4097530864197528","60.25925925925926","26.11111111111111","10.592592592592593","3.037037037037037","3.1111912843145943E10","2.210786989323567E10","89.42659718241609","0","0.9731519269733923","0.9793042457931137","0.907537694725972","0.9486874984536992","12.518518518518519","32.08641975308642","23.135802469135804","0.3156194452941428"
"[steps]","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80"

"[all run data]","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score","mean [threat-appraisals] of farmers","mean [t-epidemical-evidence] of farmers","count farmers with [looking-for-alternatives-tools = True] / count farmers","count farmers with [alternatives1_i = 1]","count farmers with [alternatives1_i = 2]","count farmers with [alternatives1_i = 3]","count farmers with [alternatives1_i = 0]","sum [capital_assets] of farmers","sum [t-perceived-economical-lossess] of farmers","mean [crops-condition] of patches with [land_type = ""agriculture""]","(count patches with [land_type = ""agriculture"" and crops-ability-to-produce = 2]) /( count patches with [land_type = ""agriculture""])","count patches with [land_type = ""agriculture"" and mitigation-used = 1 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 1 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 2 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 2 ] + 1)","count patches with [land_type = ""agriculture"" and mitigation-used = 3 and functionality = 1] / (count patches with [land_type = ""agriculture"" and mitigation-used = 3 ] + 1)","count patches with [land_type = ""agriculture"" and functionality = 1] / count patches with [land_type = ""agriculture"" ]","cum-damaged-crops-given-mit_1","cum-damaged-crops-given-mit_2","cum-damaged-crops-given-mit_3","final_rmse_score"
,"0","0","0","5","50","25","20","1.0012103512632826E10","0","100","0","0","0","0","0","0","0","0","0","0","0","0","5","50","25","20","9.993479945910854E9","0","100","0","0","0","0","0","0","0","0","0","0","0","0","5","50","25","20","9.997388314226452E9","0","100","0","0","0","0","0","0","0","0","0"
,"0.3000000000000005","0","0.3","13","53","19","15","9.637235612632824E9","0","98.18913480885311","0","0.9615384615384616","0.9959839357429718","0.9920634920634921","0.8008048289738431","0","2","2","0","0.3000000000000005","0","0.37","12","55","20","13","9.61670804591085E9","0","98.6","0","0.9615384615384616","0.9960159362549801","0.9920634920634921","0.8","0","0","1","0","0.3000000000000005","0","0.3","17","47","22","14","9.621758814226452E9","0","98.19639278557115","0","0.9615384615384616","0.9960159362549801","0.992","0.7995991983967936","1","3","1","0"
,"0.3000000000000005","0","0.3","15","47","23","15","9.418738112632824E9","0","96.98189134808852","0","0.9848484848484849","0.9962121212121212","0.9895833333333334","0.8511066398390342","0","4","2","0","0.3000000000000005","0","0.37","21","51","15","13","9.395518045910854E9","0","97.6","0","0.9836065573770492","0.9963768115942029","0.9900990099009901","0.87","0","0","1","0","0.3000000000000005","0","0.3","23","45","18","14","9.39678131422645E9","0","96.7935871743487","0","0.9882352941176471","0.9957627118644068","0.990990990990991","0.8597194388777555","2","3","5","0"
,"0.3000000000000005","0","0.3","18","44","23","15","9.200125612632824E9","0","96.17706237424547","0","0.9868421052631579","0.9957627118644068","0.9912280701754386","0.8511066398390342","0","6","2","0","0.3000000000000005","0","0.37","25","47","15","13","9.156560545910856E9","0","96","0","0.9905660377358491","0.99609375","0.9868421052631579","0.87","0","3","4","0","0.3000000000000005","0","0.3","29","40","17","14","9.15945881422645E9","0","96.39278557114228","0","0.991304347826087","0.995575221238938","0.989010989010989","0.8597194388777555","2","5","5","0"
,"0.3000000000000005","0","0.3","19","43","23","15","8.976840612632826E9","0","95.37223340040241","0","0.989010989010989","0.995475113122172","0.9912280701754386","0.8511066398390342","0","6","3","0","0.3000000000000005","0","0.37","27","45","15","13","8.911373045910854E9","0","93.8","0","0.9920634920634921","0.9957627118644068","0.9868421052631579","0.87","0","7","5","0","0.3000000000000005","0","0.3","29","40","17","14","8.912041314226452E9","0","94.98997995991984","0","0.993103448275862","0.9950248756218906","0.9883720930232558","0.8597194388777555","2","5","6","0"
,"0.29121239292751755","0","0.26","20","47","22","11","8.574164512632823E9","11014668000","93.96378269617706","0","0.9895833333333334","0.9953703703703703","0.9912280701754386","0.8511066398390342","0","11","5","0","0.3092123929275175","0","0.33","41","41","12","6","8.486379345910857E9","15210732000","92.8","0","0.9926470588235294","0.995575221238938","0.9868421052631579","0.87","4","8","5","0","0.2912123929275176","0","0.26","37","38","14","11","8.484124614226452E9","8392128000","94.98997995991984","0","0.993103448275862","0.9950248756218906","0.9883720930232558","0.8597194388777555","2","5","6","0"
,"0.29121239292751766","0","0.26","20","47","22","11","8.337014512632822E9","11014668000","93.09787929937119","0","0.9900990099009901","0.9957446808510638","0.9908256880733946","0.8893360160965795","0","13","7","0","0.3092123929275176","0","0.33","43","39","12","6","8.196521845910855E9","15210732000","92.11143361885993","0","0.9951456310679612","0.9951456310679612","0.9836065573770492","0.94","6","8","5","0","0.2912123929275176","0","0.26","34","38","17","11","8.214497114226455E9","8392128000","93.9550605493887","0","0.9945945945945946","0.9947643979057592","0.9859154929577465","0.8897795591182365","3","8","7","0"
,"0.48252267626542333","0.6377009444596862","0.89","55","26","17","2","8.099864512632825E9","11014668000","92.23197590256528","0","0.9900990099009901","0.9957446808510638","0.9908256880733946","0.8893360160965795","2","15","8","0","0.5033819379069165","0.6472318165979983","0.83","69","26","2","3","7.903549345910855E9","15210732000","91.76715042828992","0","0.9953703703703703","0.9948979591836735","0.9836065573770492","0.94","6","9","5","0","0.46000696758545057","0.562648582193111","0.83","65","24","9","2","7.951792114226449E9","8392128000","93.61008741254503","0","0.9941176470588236","0.9947643979057592","0.9883720930232558","0.8897795591182365","4","9","7","0"
,"0.4825226762654234","0.6377009444596863","0.89","62","19","17","2","7.781952012632822E9","11014668000","91.36607250575939","0","0.9963768115942029","0.9923076923076923","0.9880952380952381","0.9798792756539235","4","17","9","0","0.5033819379069169","0.6472318165979987","0.83","73","22","2","3","7.555081845910853E9","15210732000","91.76715042828994","0","0.9971098265895953","0.9923664122137404","0.9090909090909091","0.97","6","9","5","0","0.46000696758545073","0.5626485821931111","0.83","72","18","8","2","7.612304614226454E9","8392128000","93.43760084412315","0","0.9969230769230769","0.9917355371900827","0.9782608695652174","0.9799599198396793","5","9","7","0"
,"0.473555749542421","0.6377009444596864","0.78","63","15","20","2","7.280875291789011E9","1.86988580025229E10","91.019711147037","0","0.9967845659163987","0.9894736842105263","0.9880952380952381","0.9798792756539235","4","18","10","0","0.48241501118391505","0.6472318165979987","0.81","76","20","2","2","7.026315206690239E9","1.882682141295195E10","91.42286723771991","0","0.9972677595628415","0.990990990990991","0.9090909090909091","0.97","7","10","5","0","0.4480400408624485","0.5626485821931111","0.71","73","17","8","2","7.083996032603251E9","1.2985117389570946E10","93.23720004251992","0","0.9972222222222222","0.989010989010989","0.975609756097561","0.9799599198396793","6","9","7","0"
,"0.47355574954242136","0.6377009444596865","0.78","63","14","21","2","6.952752791789009E9","1.8698858002522903E10","90.6935685987597","0","0.9968354430379747","0.9866666666666667","0.98989898989899","0.9798792756539235","4","19","11","0","0.48241501118391483","0.6472318165979987","0.81","76","20","2","2","6.664445206690236E9","1.8826821412951954E10","91.42286723771991","0","0.9973753280839895","0.9900990099009901","0.9090909090909091","0.98","7","10","5","0","0.44804004086244864","0.562648582193111","0.71","73","17","8","2","6.731298532603253E9","1.2985117389570946E10","93.08873947725307","0","0.9972602739726028","0.9883720930232558","0.975609756097561","0.9799599198396793","6","9","8","0"
,"0.47355574954242097","0.6377009444596863","0.78","66","15","17","2","6.625380291789009E9","1.8698858002522896E10","90.63751547056053","0","0.9968354430379747","0.9857142857142858","0.9903846153846154","0.9798792756539235","5","19","12","0","0.48241501118391483","0.6472318165979987","0.81","79","17","2","2","6.302575206690235E9","1.8826821412951954E10","91.42286723771991","0","0.9973753280839895","0.9900990099009901","0.9090909090909091","0.98","7","10","5","0","0.4480400408624486","0.5626485821931111","0.71","76","14","8","2","6.378601032603256E9","1.2985117389570946E10","92.88833867564986","0","0.9972602739726028","0.9883720930232558","0.975609756097561","0.9799599198396793","7","9","9","0"
,"0.47355574954242113","0.6377009444596862","0.78","68","13","17","2","6.290335291789013E9","1.86988580025229E10","89.89222551011615","0","0.9969788519637462","0.9866666666666667","0.9880952380952381","0.9798792756539235","5","22","14","0","0.48241501118391494","0.6472318165979988","0.81","77","19","2","2","5.936032706690234E9","1.8826821412951954E10","91.4228672377199","0","0.9974747474747475","0.9883720930232558","0.9090909090909091","0.98","7","10","5","0","0.4480400408624486","0.562648582193111","0.71","73","16","9","2","6.021231032603255E9","1.2985117389570946E10","92.73987811038296","0","0.9973684210526316","0.9859154929577465","0.975609756097561","0.9799599198396793","7","9","10","0"
,"0.4517654495764307","0.6382566802996624","0.74","69","13","17","1","5.7831758375157175E9","2.3202215658519917E10","89.29599354176062","0","0.9970674486803519","0.9846153846153847","0.9880952380952381","0.9798792756539235","5","25","14","0","0.4514579904659315","0.6472318165979987","0.75","78","18","2","2","5.398818171048051E9","1.92163273819198E10","91.27470359358357","0","0.9974093264248705","0.9895833333333334","0.9090909090909091","0.98","7","11","5","0","0.4260830201444653","0.5626485821931111","0.65","73","16","9","2","5.493059958136931E9","1.4289398927506628E10","92.73987811038297","0","0.9972602739726028","0.9876543209876543","0.9782608695652174","0.9799599198396793","7","9","10","0"
,"0.4517654495764309","0.6382566802996624","0.74","72","10","17","1","5.4409583375157175E9","2.3202215658519913E10","89.29599354176065","0","0.9971098265895953","0.9846153846153847","0.9880952380952381","0.9899396378269618","5","25","14","0","0.4514579904659315","0.6472318165979987","0.75","78","18","2","2","5.033833171048053E9","1.9216327381919796E10","91.27470359358354","0","0.9974424552429667","0.989010989010989","0.9090909090909091","0.98","7","11","5","0","0.4260830201444653","0.5626485821931109","0.65","70","17","11","2","5.141112458136931E9","1.4289398927506628E10","92.61209691767321","0","0.9972602739726028","0.9876543209876543","0.9782608695652174","0.9799599198396793","7","10","10","0"
,"0.451765449576431","0.6382566802996628","0.74","65","17","17","1","5.094068337515718E9","2.3202215658519913E10","88.90707766943567","0","0.997229916897507","0.98","0.9880952380952381","0.9899396378269618","5","26","18","0","0.4514579904659315","0.6472318165979989","0.75","70","26","2","2","4.668848171048052E9","1.9216327381919796E10","91.14717796325922","0","0.9974424552429667","0.989010989010989","0.9090909090909091","0.98","7","11","6","0","0.42608302014446536","0.5626485821931111","0.65","70","18","10","2","4.79533745813693E9","1.428939892750663E10","92.48431572496342","0","0.9971428571428571","0.9883720930232558","0.9821428571428571","0.9799599198396793","7","10","11","0"
,"0.45176544957643083","0.6382566802996625","0.74","59","27","13","1","4.758080837515716E9","2.3202215658519917E10","88.77878226669486","0","0.9969325153374233","0.9882352941176471","0.9880952380952381","0.9899396378269618","5","26","19","0","0.4514579904659315","0.6472318165979988","0.75","61","35","2","2","4.316323171048052E9","1.9216327381919796E10","91.01965233293485","0","0.9971509971509972","0.9923664122137404","0.9090909090909091","0.98","7","12","6","0","0.4260830201444653","0.5626485821931112","0.65","58","28","12","2","4.448812458136931E9","1.428939892750663E10","92.48431572496342","0","0.9971428571428571","0.989010989010989","0.9803921568627451","0.9799599198396793","7","10","11","0"
,"0.43412049491810656","0.6382566802996626","0.64","48","38","13","1","4.2611461712889576E9","2.5560425522894405E10","88.39389605847248","0","0.9966216216216216","0.9925925925925926","0.984375","0.9899396378269618","6","27","20","0","0.43081303580760777","0.6472318165979988","0.7","50","46","2","2","3.804757061806281E9","2.022319573242165E10","90.89212670261053","0","0.9967320261437909","0.9943181818181818","0.9090909090909091","0.98","8","12","6","0","0.4084380654861412","0.562648582193111","0.56","50","33","15","2","3.947467927671294E9","1.596751284500972E10","92.10097214683411","0","0.9965635738831615","0.9928571428571429","0.9836065573770492","0.9799599198396793","7","10","14","0"
,"0.4341204949181065","0.6382566802996625","0.64","47","42","10","1","3.9486361712889576E9","2.5560425522894413E10","88.21055934127486","0","0.9958333333333333","0.9947643979057592","0.984375","0.9899396378269618","7","28","20","0","0.4308130358076074","0.6472318165979987","0.7","36","58","4","2","3.4833820618062806E9","2.0223195732421646E10","90.6726020481729","0","0.9960159362549801","0.9956709956709957","0.9090909090909091","0.98","8","13","7","0","0.4084380654861413","0.562648582193111","0.56","41","41","16","2","3.6358429276712947E9","1.5967512845009722E10","91.9909898550317","0","0.9960159362549801","0.9939393939393939","0.9868421052631579","0.9799599198396793","7","10","15","0"
,"0.4341204949181066","0.6382566802996624","0.64","48","42","9","1","3.6354336712889585E9","2.5560425522894413E10","87.95720284644221","0","0.9957446808510638","0.995260663507109","0.9795918367346939","0.9899396378269618","8","30","20","0","0.4308130358076073","0.6472318165979987","0.7","31","62","5","2","3.1853120618062816E9","2.022319573242165E10","90.2252189890203","0","0.994475138121547","0.9965635738831615","0.9523809523809523","0.98","8","15","8","0","0.40843806548614126","0.5626485821931112","0.56","39","43","16","2","3.338985427671294E9","1.596751284500972E10","91.68060676162611","0","0.9951456310679612","0.9951219512195122","0.9876543209876543","0.9799599198396793","7","11","17","0"
,"0.4341204949181064","0.6382566802996625","0.64","49","42","8","1","3.3199236712889585E9","2.556042552289441E10","87.77386612924457","0","0.9958333333333333","0.995260663507109","0.9772727272727273","0.9899396378269618","8","31","21","0","0.43081303580760755","0.6472318165979987","0.7","27","66","5","2","2.895779561806282E9","2.022319573242165E10","89.51369531046942","0","0.9935897435897436","0.9967845659163987","0.9615384615384616","0.98","8","22","8","0","0.4084380654861412","0.5626485821931112","0.56","35","46","17","2","3.0452429276712947E9","1.596751284500972E10","91.5706244698237","0","0.9948979591836735","0.9953488372093023","0.9876543209876543","0.9799599198396793","7","11","18","0"
,"0.4141869699122032","0.6382566802996625","0.56","44","47","8","1","2.8364054337675853E9","2.7759083561135593E10","87.5530163762892","0","0.9959183673469387","0.995260663507109","0.9743589743589743","0.9899396378269618","8","33","21","0","0.4228795108017041","0.6472318165979983","0.62","24","69","5","2","2.443296910761295E9","2.5586479562461697E10","88.85512134715658","0","0.9926470588235294","0.9969788519637462","0.9615384615384616","0.98","8","25","10","0","0.3975045404802377","0.5626485821931111","0.51","34","47","17","2","2.585870575644742E9","1.9286310027050335E10","90.83811111011576","0","0.9943181818181818","0.9956521739130435","0.9883720930232558","0.9799599198396793","8","14","20","0"
,"0.414186969912203","0.6382566802996625","0.56","41","50","8","1","2.5263754337675858E9","2.77590835611356E10","87.33490266822946","0","0.9954545454545455","0.9957627118644068","0.9743589743589743","0.9899396378269618","8","36","21","0","0.4228795108017041","0.6472318165979987","0.62","22","71","5","2","2.164666910761295E9","2.5586479562461693E10","88.82726294244159","0","0.9917355371900827","0.9971098265895953","0.9615384615384616","0.98","8","26","10","0","0.39750454048023776","0.5626485821931109","0.51","32","48","18","2","2.312838075644741E9","1.9286310027050343E10","90.55836732867532","0","0.9064327485380117","0.9957446808510638","0.9883720930232558","0.9498997995991983","8","16","21","0"
,"0.41418696991220316","0.6382566802996623","0.56","42","50","7","1","2.2210179337675858E9","2.7759083561135593E10","87.30687610412988","0","0.9951219512195122","0.9960159362549801","0.9743589743589743","0.9899396378269618","9","36","21","0","0.42287951080170416","0.6472318165979987","0.62","23","70","5","2","1.8891519107612953E9","2.558647956246169E10","88.552314286331","0","0.990990990990991","0.9971910112359551","0.9615384615384616","0.98","8","28","11","0","0.3975045404802379","0.5626485821931111","0.51","32","50","16","2","2.0477280756447418E9","1.9286310027050346E10","90.39108508396201","0","0.8695652173913043","0.9958333333333333","0.989010989010989","0.9398797595190381","8","17","22","0"
